Model,Vintage,Area,Material,Series_Cells,Parallel_C-S,Isco,Voco,Impo,Vmpo,aIsc,aImp,C0,C1,BVoco,mBVoc,BVmpo,mBVmp,n,C2,C3,A0,A1,A2,A3,A4,B0,B1,B2,B3,B4,B5,d(Tc),fd,a,b,C4,C5,Ixo,Ixxo,C6,C7,Picture,Description
"Siemens ST10","1998",0.128000,"CIS",50,1,0.648000,25.260000,0.566000,19.630000,0.000002,-0.000543,0.972000,0.028000,-0.117000,0.000000,-0.106000,0.000000,1.752000,0.508770,-2.954000,0.921000,0.071815,-0.014619,0.001250,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.982000,0.018000,0.626000,0.381000,1.045000,-0.045000,,"Small area = 0.128 m^2,  (12.9"" x 15.2"").  Weight = 2.4 kg  (5.2 lb). Thin-film module with multiple layer copper-indium-diselenide (CIS) cells, with 50 cells connected in series. Designed for use in 12-V systems.  Aluminum framed module,  with low-iron tempered glass front, laminated with EVA encapsulant, multiple layer polymer backsheet.  Electrical connection via pigtails from sealed boot on back"
"Siemens ST20","1999 (E)",0.245000,"CIS",42,1,1.480000,21.000000,1.290000,15.600000,-0.000013,-0.000450,0.972000,0.028000,-0.090600,0.000000,-0.074400,0.000000,1.752000,0.508770,-2.954000,0.921000,0.071815,-0.014619,0.001250,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.982000,0.018000,1.405000,0.899000,1.045000,-0.045000,,"Small area = 0.245 m^2,  (12.9"" x 29.4"").  Weight = 4.1 kg  (8.8 lb). Thin-film module with multiple layer copper-indium-diselenide (CIS) cells, with 42 cells connected in series. Designed for use in 12-V systems.  Aluminum framed module,  with low-iron tempered glass front, laminated with EVA encapsulant, multiple layer polymer backsheet.  Electrical connection via pigtails from sealed boot on back."
"Siemens ST40","1999 (E)",0.424000,"CIS",42,1,2.590000,22.200000,2.410000,16.600000,-0.000013,-0.000450,0.972000,0.028000,-0.090600,0.000000,-0.074400,0.000000,1.752000,0.508770,-2.954000,0.921000,0.071815,-0.014619,0.001250,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.982000,0.018000,2.550000,1.710000,1.045000,-0.045000,,"Small area = 0.424 m^2,  (12.9"" x 50.9"").  Weight = 3.2 kg  (7 lb). Thin-film module with multiple layer copper-indium-diselenide (CIS) cells, with 44 cells connected in series. Designed for use in 12-V systems.  Aluminum framed module,  with low-iron tempered glass front, laminated with EVA encapsulant, multiple layer polymer backsheet.  Electrical connection via pigtails from sealed boot on back."
"Siemens ST5","1999",0.067600,"CIS",42,1,0.401000,22.280000,0.346000,16.760000,-0.000060,-0.000320,0.983500,0.016500,-0.090300,0.000000,-0.072700,0.000000,1.508000,-0.060050,-7.886600,0.924000,0.068020,-0.013097,0.001025,-0.000028,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.987300,0.012700,0.389000,0.236000,1.089600,-0.089600,,"Small area = 0.0676 m^2,  (12.9"" x 8.1"").  Weight = 1.4 kg  (3.0 lb). Thin-film module with multiple layer copper-indium-diselenide (CIS) cells, with 50 cells connected in series. Designed for use in 12-V systems.  Aluminum framed module,  with low-iron tempered glass front, laminated with EVA encapsulant, multiple layer polymer backsheet.  Electrical connection via pigtails from sealed boot on back."
"Siemens ST5","1999 (E)",0.067600,"CIS",42,1,0.370000,21.000000,0.320000,15.600000,-0.000005,-0.000410,0.972000,0.028000,-0.090600,0.000000,-0.074400,0.000000,1.752000,0.508770,-2.954000,0.921000,0.071815,-0.014619,0.001250,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.982000,0.018000,0.358000,0.215000,1.045000,-0.045000,,"Small area = 0.0676 m^2,  (12.9"" x 8.1"").  Weight = 1.4 kg  (3.0 lb). Thin-film module with multiple layer copper-indium-diselenide (CIS) cells, with 50 cells connected in series. Designed for use in 12-V systems.  Aluminum framed module,  with low-iron tempered glass front, laminated with EVA encapsulant, multiple layer polymer backsheet.  Electrical connection via pigtails from sealed boot on back."
"Solar Fabrik SF-100","1998",0.825000,"EFG mc-Si",72,1,3.289000,41.814000,3.000000,34.000000,0.001130,0.000510,0.967000,0.033000,-0.154000,0.000000,-0.159000,0.000000,1.500000,-0.047470,-11.488990,0.935900,0.053645,-0.007940,0.000522,-0.000013,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.978000,0.022000,3.220000,2.110000,1.065000,-0.065000,,"Area = 0.825 m^2, (25.3"" x 50.4""). Weight = 10 kg (22.0 lb). Module with 72 ASE Americas  (100 cm^2) EFG multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Solar Fabrik SF-115","1998",0.973000,"c-Si",36,1,7.507000,21.377000,6.900000,16.800000,0.000346,-0.000389,0.995000,0.005000,-0.080300,0.000000,-0.081700,0.000000,1.370000,-0.313810,-9.543960,0.918000,0.068713,-0.010438,0.000725,-0.000020,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.982000,0.018000,7.460000,4.880000,1.150000,-0.150000,,"Area = 0.973 m^2, (26.0"" x 58.1""). Weight = 10 kg (22.0 lb). Module with 36 AstroPower large-area (240 cm^2) crystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, Tedlar backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Solarex MST-43LV","1998",0.822000,"2-a-Si",16,4,3.272000,21.730000,2.556000,15.910000,0.000670,0.000970,1.022700,-0.022700,-0.105000,0.000000,-0.088300,0.000000,3.548000,-0.220307,-4.059520,0.893700,0.141640,-0.055389,0.005613,-0.000177,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,2.000000,1.000000,-3.470000,-0.059400,1.012400,-0.012400,2.992000,1.736000,1.118500,-0.118500,,"Area = 0.822 m^2, (26.3"" x 48.5"").  Weight = 16 kg (35 lb). Thin-film module with tandem junction amorphous silicon cells, 4 parallel strings with 16 cells in series.  Anodized aluminum frame,  with two sheets of low-iron heat-strengthened glass laminated with EVA encapsulant.  Junction box with conduit provision, and terminal block for user installed bypass diodes.  Maximum system voltage is 600 V"
"Solarex MST-43LV","1999 (E)",0.822000,"2-a-Si",16,4,3.530000,22.270000,2.570000,16.670000,0.000660,0.000950,1.022700,-0.022700,-0.105000,0.000000,-0.087000,0.000000,3.548000,-0.220307,-4.059520,0.893700,0.141640,-0.055389,0.005613,-0.000177,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,2.000000,1.000000,-3.470000,-0.059400,1.012400,-0.012400,3.050000,1.770000,1.118500,-0.118500,,"Area = 0.822 m^2, (26.3"" x 48.5"").  Weight = 16 kg (35 lb). Thin-film module with tandem junction amorphous silicon cells, 4 parallel strings with 16 cells in series.  Anodized aluminum frame,  with two sheets of low-iron heat-strengthened glass laminated with EVA encapsulant.  Junction box with conduit provision, and terminal block for user installed bypass diodes.  Maximum system voltage is 600 V."
"Solarex MST-43MV","1998",0.822000,"2-a-Si",71,1,0.754000,96.800000,0.590000,73.500000,0.000800,0.001100,1.031400,-0.031400,-0.492000,0.000000,-0.423000,0.000000,3.443000,-0.008904,-3.725230,0.932570,0.106750,-0.048191,0.005000,-0.000159,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,2.000000,1.000000,-3.470000,-0.059400,1.012200,-0.012200,0.689000,0.406000,1.087700,-0.087700,,"Area = 0.822 m^2, (26.3"" x 48.5"").  Weight = 16 kg  (35 lb). Mid-voltage, thin-film module with tandem-junction amorphous silicon cells, 71 cells connected in series.  Anodized aluminum frame,  with two sheets of low-iron heat-strengthened glass laminated with EVA encapsulant.  Junction box with conduit provision, and terminal block for user installed bypass diodes. Maximum system voltage is 600 V."
"Solarex MST-43MV","1999 (E)",0.822000,"2-a-Si",71,1,0.787000,101.000000,0.616000,71.000000,0.000840,0.001470,1.031400,-0.031400,-0.460000,0.000000,-0.332000,0.000000,3.443000,-0.008904,-3.725230,0.932570,0.106750,-0.048191,0.005000,-0.000159,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,2.000000,1.000000,-3.470000,-0.059400,1.012200,-0.012200,0.722000,0.416000,1.087700,-0.087700,,"Area = 0.822 m^2, (26.3"" x 48.5"").  Weight = 16 kg  (35 lb). Mid-voltage, thin-film module with tandem-junction amorphous silicon cells, 71 cells connected in series.  Anodized aluminum frame,  with two sheets of low-iron heat-strengthened glass laminated with EVA encapsulant.  Junction box with conduit provision, and terminal block for user installed bypass diodes. Maximum system voltage is 600 V."
"Solarex MSX-110","2000 (E)",1.098000,"mc-Si",72,1,3.690000,41.200000,3.340000,32.900000,0.000512,-0.000148,0.991000,0.009000,-0.162000,0.000000,-0.164000,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.590000,2.410000,1.116000,-0.116000,,"Area =1.098 m^2, (39.0"" x 43.6""). Weight = 13 kg (29 lb). Module with 72 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Dual junction boxes with conduit provisions, and terminal block for user installed bypass diodes.  Can be configured for either 12V or 24V application"
"Solarex MSX-120","2000 (E)",1.098000,"mc-Si",72,1,3.870000,42.100000,3.560000,33.700000,0.000512,-0.000148,0.991000,0.009000,-0.162000,0.000000,-0.164000,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.760000,2.640000,1.116000,-0.116000,,"Area =1.098 m^2, (39.0"" x 43.6""). Weight = 13 kg (29 lb). Module with 72 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Dual junction boxes with conduit provisions, and terminal block for user installed bypass diodes. Can be configured for either 12V or 24V application."
"Solarex MSX-120","1999 (E)",1.098000,"mc-Si",72,1,3.800000,42.600000,3.500000,34.200000,0.000512,-0.000148,0.991000,0.009000,-0.161600,0.000000,-0.164400,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.690000,2.610000,1.116000,-0.116000,,"Area =1.098 m^2, (39.0"" x 43.6""). Weight = 14 kg (31 lb). Module with 72 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Dual junction boxes with conduit provisions, and terminal block for user installed bypass diodes. Can be configured for either 12V or 24V application."
"Solarex MSX-240","2000 (E)",2.120000,"mc-Si",144,1,3.800000,84.200000,3.500000,68.400000,0.000512,-0.000148,0.991000,0.009000,-0.324000,0.000000,-0.328000,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.720000,2.530000,1.116000,-0.116000,,"Area =2.120 m^2, (44.1"" x 74.5""). Weight = 21.2 kg (46.4 lb). Module with 144 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Dual junction boxes with conduit provisions, and terminal block for user installed bypass diodes.  Can be configured for either 24V or 48V application."
"Solarex MSX-60","1999 (E)",0.556000,"mc-Si",36,1,3.800000,21.100000,3.500000,17.100000,0.000512,-0.000148,0.991000,0.009000,-0.080800,0.000000,-0.082200,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.710000,2.560000,1.116000,-0.116000,,"Area = 0.556 m^2, (19.75"" x 43.63""). Weight = 7.2 kg (15.9 lb). Module with 36 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Junction box with conduit provision, and terminal block for user installed bypass diodes.  Provision for 6-V or 12-V operation"
"Solarex MSX-64","1997",0.556000,"mc-Si",36,1,3.832000,21.410000,3.531000,16.950000,0.000512,-0.000148,0.991000,0.009000,-0.080800,0.000000,-0.082200,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.810000,2.520000,1.116000,-0.116000,,"Area = 0.556 m^2, (19.75"" x 43.63""). Weight = 7.2 kg (15.9 lb). Module with 36 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Junction box with conduit provision, and terminal block for user installed bypass diodes.  Provision for 6-V or 12-V operation."
"Solarex MSX-64","1999 (E)",0.556000,"mc-Si",36,1,4.000000,21.300000,3.660000,17.500000,0.000512,-0.000148,0.991000,0.009000,-0.080800,0.000000,-0.082200,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,3.920000,2.610000,1.116000,-0.116000,,"Area = 0.556 m^2, (19.75"" x 43.63""). Weight = 7.2 kg (15.9 lb). Module with 36 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Junction box with conduit provision, and terminal block for user installed bypass diodes.  Provision for 6-V or 12-V operation."
"Solarex MSX-64 (SiNx Proto)","1999",0.556000,"mc-Si",36,1,4.042000,21.701000,3.736200,17.354000,0.000611,-0.000092,0.993000,0.007000,-0.088560,0.000000,-0.091800,0.000000,1.320000,0.197030,-6.802830,0.914710,0.075863,-0.014097,0.001038,-0.000027,1.000000,-0.003843,0.000492,-0.000020,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.993100,0.006900,4.020000,2.660000,1.103800,-0.103800,,"Prototype with SiNx anti-reflection coating on cells. Area = 0.556 m^2, (19.75"" x 43.63""). Weight = 7.2 kg (15.9 lb). Module with 36 large-area (130 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Junction box with conduit provision, and terminal block for user installed bypass diodes.  Provision for 6-V or 12-V operation."
"Solarex MSX-77","1999 (E)",0.732000,"mc-Si",36,1,5.000000,21.000000,4.560000,16.900000,0.000512,-0.000148,0.991000,0.009000,-0.080800,0.000000,-0.082200,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,4.880000,3.290000,1.116000,-0.116000,,"Area = 0.732 m^2, (26.0"" x 43.6""). Weight = 9.5 kg (20.9 lb). Module with 36 large-area (175 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Junction box with conduit provision, and terminal block for user installed bypass diodes.  Provision for 6-V or 12-V operation"
"Solarex MSX-83","1999 (E)",0.732000,"mc-Si",36,1,5.270000,21.200000,4.850000,17.100000,0.000512,-0.000148,0.991000,0.009000,-0.080800,0.000000,-0.082200,0.000000,1.340000,0.122390,-7.074240,0.913000,0.079168,-0.015975,0.001306,-0.000037,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.985600,0.014400,5.135000,3.558000,1.116000,-0.116000,,"Area = 0.732 m^2, (26.0"" x 43.6""). Weight = 9.5 kg (20.9 lb). Module with 36 large-area (175 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, low-iron cerium-containing tempered glass front sheet, Tedlar backsheet, module laminated with ""fast cure""  EVA. Junction box with conduit provision, and terminal block for user installed bypass diodes.  Provision for 6-V or 12-V operation."
"USSC UniSolar US-21","1999 (E)",0.356000,"3-a-Si",11,1,1.590000,23.800000,1.270000,16.500000,0.000850,0.001200,1.096000,-0.096000,-0.098000,0.000000,-0.052000,0.000000,3.770000,-1.141620,-2.891150,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.580000,-0.113000,1.044000,-0.044000,1.470000,0.880000,1.130000,-0.130000,,"Area = 0.356 m^2, (15.1"" x 36.5"").  Weight = 3.0 kg  (6.6 lb). Flexible, light-weight,  thin-film module with large-area (270 cm^2) triple-junction amorphous silicon cells, 11 cells connected in series.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision."
"USSC UniSolar US-32","1997",0.525000,"3-a-Si",11,1,2.616000,21.520000,2.122000,15.160000,0.000820,0.001000,1.096000,-0.096000,-0.097500,0.000000,-0.050200,0.000000,3.770000,-1.141620,-2.891150,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.580000,-0.113000,1.044000,-0.044000,2.430000,1.500000,1.130000,-0.130000,,"Area = 0.525 m^2, (15.1"" x 53.8"").  Weight = 4.8 kg  (10.6 lb). Flexible, light-weight,  thin-film module with large-area (410 cm^2) triple-junction amorphous silicon cells, 11 cells connected in series.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision."
"USSC UniSolar US-32","1997 (E)",0.525000,"3-a-Si",11,1,2.550000,21.300000,2.050000,15.600000,0.000850,0.001200,1.096000,-0.096000,-0.098000,0.000000,-0.052000,0.000000,3.770000,-1.141620,-2.891150,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.580000,-0.113000,1.044000,-0.044000,2.360000,1.450000,1.130000,-0.130000,,"Area = 0.525 m^2, (15.1"" x 53.8"").  Weight = 4.8 kg  (10.6 lb). Flexible, light-weight,  thin-film module with large-area (410 cm^2) triple-junction amorphous silicon cells, 11 cells connected in series.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision"
"USSC UniSolar US-32","1999 (E)",0.525000,"3-a-Si",11,1,2.400000,23.800000,1.940000,16.500000,0.000850,0.001200,1.096000,-0.096000,-0.098000,0.000000,-0.052000,0.000000,3.770000,-1.141620,-2.891150,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.580000,-0.113000,1.044000,-0.044000,2.220000,1.370000,1.130000,-0.130000,,"Area = 0.525 m^2, (15.1"" x 53.8"").  Weight = 4.8 kg  (10.6 lb). Flexible, light-weight,  thin-film module with large-area (410 cm^2) triple-junction amorphous silicon cells, 11 cells connected in series.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision."
"USSC UniSolar US-42","1999 (E)",0.688000,"3-a-Si",11,2,3.170000,23.800000,2.540000,16.500000,0.000850,0.001200,1.121000,-0.121000,-0.098000,0.000000,-0.052000,0.000000,3.510000,-1.240580,-3.911260,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.582000,-0.113000,1.059000,-0.059000,2.930000,1.770000,1.188000,-0.188000,,"Area = 0.688 m^2, (29.2"" x 36.5"").  Weight = 6.3 kg  (13.8 lb). Flexible, light-weight,  thin-film module with large-area (270 cm^2)  triple-junction amorphous silicon cells, 11 cells connected in series, 2 parallel cell-strings.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision."
"USSC UniSolar US-64","1997",1.010000,"3-a-Si",11,2,5.066000,21.710000,4.144000,15.490000,0.000850,0.001160,1.121000,-0.121000,-0.097000,0.000000,-0.051000,0.000000,3.510000,-1.240580,-3.911260,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.582000,-0.113000,1.059000,-0.059000,4.710000,2.960000,1.188000,-0.188000,,"Area = 1.01 m^2, (29.2"" x 53.8"").  Weight = 9.2 kg  (20.2 lb). Flexible, light-weight,  thin-film module with large-area (410 cm^2) triple-junction amorphous silicon cells, 11 cells connected in series, 2 parallel cell-strings.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision."
"USSC UniSolar US-64","1997 (E)",1.010000,"3-a-Si",11,2,5.100000,21.300000,4.100000,15.600000,0.000850,0.001200,1.121000,-0.121000,-0.098000,0.000000,-0.052000,0.000000,3.510000,-1.240580,-3.911260,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.582000,-0.113000,1.059000,-0.059000,4.780000,2.870000,1.188000,-0.188000,,"Area = 1.01 m^2, (29.2"" x 53.8"").  Weight = 9.2 kg  (20.2 lb). Flexible, light-weight,  thin-film module with large-area (410 cm^2)  triple-junction amorphous silicon cells, 11 cells connected in series, 2 parallel cell-strings.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision"
"USSC UniSolar US-64","1999 (E)",1.010000,"3-a-Si",11,2,4.800000,23.800000,3.880000,16.500000,0.000850,0.001200,1.121000,-0.121000,-0.098000,0.000000,-0.052000,0.000000,3.510000,-1.240580,-3.911260,1.047000,0.000821,-0.025900,0.003174,-0.000110,1.000000,-0.005020,0.000584,-0.000023,0.000000,-0.000000,3.000000,1.000000,-3.582000,-0.113000,1.059000,-0.059000,4.400000,2.780000,1.188000,-0.188000,,"Area = 1.01 m^2, (29.2"" x 53.8"").  Weight = 9.2 kg  (20.2 lb). Flexible, light-weight,  thin-film module with large-area (410 cm^2)  triple-junction amorphous silicon cells, 11 cells connected in series, 2 parallel cell-strings.  Anodized aluminum frame,  with dimpled Tefzel front cover and Galvalume steel back surface.  Laminated with EVA encapsulant.  Bypass diodes incorporated across each cell. Junction box with conduit provision."
